year,make,model,price,mileage,color,url,body_type
2025,Ford,Transit,80249,114,white,https://www.carpages.ca/new-cars/manitoba/swan-river/2025-ford-transit-12840232/,Minivan
2012,Dodge,Grand,7495,232000,black,https://www.carpages.ca/used-cars/ontario/brantford/2012-dodge-grand-caravan-12838246/,Minivan
2020,Dodge,Grand,24900,46000,white,https://www.carpages.ca/used-cars/ontario/toronto/2020-dodge-grand-caravan-12838180/,Minivan
2014,Ford,E450,6988,312000,white,https://www.carpages.ca/used-cars/ontario/oakville/2014-ford-e450-12837763/,Minivan
2023,Chrysler,Pacifica,31995,114156,black,https://www.carpages.ca/used-cars/ontario/cayuga/2023-chrysler-pacifica-12837163/,Minivan
2020,Toyota,Sienna,36995,147000,blue,https://www.carpages.ca/used-cars/manitoba/steinbach/2020-toyota-sienna-12834307/,Minivan
2015,Chevrolet,City,10999,135529,white,https://www.carpages.ca/used-cars/ontario/windsor/2015-chevrolet-city-express-12834037/,Minivan
2022,RAM,Cargo,46995,161000,white,https://www.carpages.ca/used-cars/ontario/bradford/2022-ram-cargo-van-12833797/,Minivan
2023,Genesis,GV80,49888,45139,black,https://www.carpages.ca/used-cars/ontario/thornhill/2023-genesis-gv80-12833458/,Minivan
2023,Ford,Transit,68022,27000,silver,https://www.carpages.ca/used-cars/ontario/harriston-walkerton-wingham/2023-ford-transit-12831724/,Minivan
2017,Dodge,Grand,17900,68385,gray,https://www.carpages.ca/used-cars/ontario/leamington/2017-dodge-grand-caravan-12831538/,Minivan
2015,Dodge,Grand,11999,164894,white,https://www.carpages.ca/used-cars/ontario/woodbridge/2015-dodge-grand-caravan-12830119/,Minivan
2025,GMC,Savana,64974,8,white,https://www.carpages.ca/new-cars/british-columbia/burnaby/2025-gmc-savana-12828697/,Minivan
2025,Chevrolet,Express,64974,11,white,https://www.carpages.ca/new-cars/british-columbia/burnaby/2025-chevrolet-express-12828682/,Minivan
2025,Chevrolet,Express,65304,13,white,https://www.carpages.ca/new-cars/british-columbia/burnaby/2025-chevrolet-express-12828691/,Minivan
2025,GMC,Savana,65304,10,white,https://www.carpages.ca/new-cars/british-columbia/burnaby/2025-gmc-savana-12828679/,Minivan
2026,Kia,Carnival,59964.82,27,black,https://www.carpages.ca/new-cars/manitoba/winnipeg/2026-kia-carnival-12828412/,Minivan
2026,Kia,Carnival,55714.82,27,black,https://www.carpages.ca/new-cars/manitoba/winnipeg/2026-kia-carnival-12828415/,Minivan
2026,Kia,Carnival,54964.82,27,black,https://www.carpages.ca/new-cars/manitoba/winnipeg/2026-kia-carnival-12828406/,Minivan
2026,Kia,Carnival,50064.82,27,black,https://www.carpages.ca/new-cars/manitoba/winnipeg/2026-kia-carnival-12828400/,Minivan
2026,Kia,Carnival,46564.82,27,black,https://www.carpages.ca/new-cars/manitoba/winnipeg/2026-kia-carnival-12828397/,Minivan
2020,Chrysler,Pacifica,24990,141768,gray,https://www.carpages.ca/used-cars/ontario/scarborough/2020-chrysler-pacifica-12827875/,Minivan
2025,Chevrolet,Express,60494,10,white,https://www.carpages.ca/new-cars/ontario/orleans/2025-chevrolet-express-12826507/,Minivan
2018,Ford,Transit,35995,118054,Other,https://www.carpages.ca/used-cars/saskatchewan/swift-current/2018-ford-transit-12825394/,Minivan
2025,Chrysler,Pacifica,58998,0,gray,https://www.carpages.ca/new-cars/ontario/mississauga/2025-chrysler-pacifica-12825076/,Minivan
2015,Chevrolet,City,10999,169932,white,https://www.carpages.ca/used-cars/ontario/windsor/2015-chevrolet-city-express-12823663/,Minivan
2016,Dodge,Grand,9989,257750,white,https://www.carpages.ca/used-cars/ontario/st-thomas/2016-dodge-grand-caravan-12823213/,Minivan
2016,Dodge,Grand,11990,140000,gray,https://www.carpages.ca/used-cars/ontario/st-catharines/2016-dodge-grand-caravan-12823057/,Minivan
2020,Ford,Transit,44988,138234,Other,https://www.carpages.ca/used-cars/alberta/calgary/2020-ford-transit-12822880/,Minivan
2018,Ford,Transit,22995,119800,white,https://www.carpages.ca/used-cars/ontario/orillia/2018-ford-transit-connect-12822820/,Minivan
2022,Chrysler,Pacifica,30950,85787,gray,https://www.carpages.ca/used-cars/ontario/cayuga/2022-chrysler-pacifica-12822583/,Minivan
2018,Ford,Transit,16998,126425,white,https://www.carpages.ca/used-cars/ontario/thornhill/2018-ford-transit-connect-12821626/,Minivan
2025,GMC,Savana,56574,5,white,https://www.carpages.ca/new-cars/nova-scotia/bridgewater/2025-gmc-savana-12821344/,Minivan
